Node_type,ID,Description,Label,Reference_Count,First_Apperance,Last_Apperance,Confidence,_context
PERSON,PER_LORD_OF_MORDOR,[N/A],Lord Of Mordor,10,"Book 5, Chapter 4","Book 5, Chapter 4",0.59,a weapon that has brought low many strong places since the world began. Hunger. The roads are cut. Rohan will not come.' But the engines did not waste shot upon the indomitable wall. It was no brigand or orc-chieftain that ordered the assault upon the Lord of Mordor's greatest foe.
PERSON,PER_LORD_OF_THE_DARK_TOWER,[N/A],Lord Of The Dark Tower,2,"Book 5, Chapter 4","Book 5, Chapter 4",0.52,"western men; crying with harsh voices like beasts and carrion-birds. But soon there were few left in Minas Tirith who had the heart to stand up and defy the hosts of Mordor. For yet another weapon, swifter than hunger, the Lord of the Dark Tower had: dread and despair. The"
LOCATION,LOC_WITHERED_TREE,[N/A],Withered Tree,8,"Book 5, Chapter 4","Book 5, Chapter 4",0.74,"and last came Pippin. Out from the White Tower they walked, as if to a funeral, out into the darkness, where the overhanging cloud was lit beneath with flickers of dull red. Softly they paced the great courtyard, and at a word from Denethor halted beside the Withered Tree. All"
LOCATION,LOC_SILENT_STREET,[N/A],Silent Street,10,"Book 5, Chapter 4","Book 5, Chapter 4",0.53,"Their slow feet echoed as they walked down, down, until at last they came to the Silent Street, Rath DÃ­nen, between pale domes and empty halls and images of men long dead; and they entered into the House of the Stewards and set down their burden. There Pippin, staring uneasily"
PERSON,PER_GROND,[N/A],Grond,4,"Book 5, Chapter 4","Book 5, Chapter 4",0.65,with bodies of the slain; yet still driven as by a madness more and more came up. Grond crawled on. Upon its housing no fire would catch; and though now and again some great beast that hauled it would go mad and spread stamping ruin among the orcs innumerable that
PERSON,PER_HIS_LORD,[N/A],His Lord,3,"Book 5, Chapter 5","Book 5, Chapter 5",0.6,"could not sleep. He had ridden now for four days on end, and the ever-deepening gloom had slowly weighed down his heart. He began to wonder why he had been so eager to come, when he had been given every excuse, even his lord's command, to stay behind. He wondered,"
ORGANIZATION,ORG_WOSES,[N/A],Woses,10,"Book 5, Chapter 5","Book 5, Chapter 5",0.74,"coming then?' asked Merry anxiously. 'Are those their drums? I began to think I was imagining them, as no one else seemed to take any notice of them.' 'Nay, nay,' said Elfhelm, 'the enemy is on the road not in the hills. You hear the Woses, the Wild Men of"
PERSON,PER_GHÃ¢N-BURI-GHÃ¢N,[N/A],Ghã¢N-Buri-Ghã¢N,117,"Book 5, Chapter 5","Book 6, Chapter 6",0.7,"eastward, 'sit on horse-road. Very many, more than Horse-men.' 'How do you know that?' said Ã‰omer. The old man's flat face and dark eyes showed nothing, but his voice was sullen with displeasure. 'Wild men are wild, free, but not children,' he answered. 'I am great headman, GhÃ¢n-buri-GhÃ¢n. I count"
LOCATION,LOC_RIMMON,[N/A],Rimmon,17,"Book 5, Chapter 5","Book 5, Chapter 5",0.72,"He will lead you by road where no pits are, no _gorgÃ»n_ walk, only Wild Men and beasts. Many paths were made when Stonehouse-folk were stronger. They carved hills as hunters carve beast-flesh. Wild Men think they ate stone for food. They went through DrÃºadan to Rimmon with great wains."
ORGANIZATION,ORG_TROOP-LEADERS,[N/A],Troop-Leaders,8,"Book 5, Chapter 5","Book 6, Chapter 2",0.54,"over them, snarling and cursing. Slowly on hand and knee the hobbits crawled away out of the turmoil, until at last unnoticed they dropped over the further edge of the road. It had a high kerb by which troop-leaders could guide themselves in black night or fog, and it was"
PERSON,PER_OUT-RIDERS,[N/A],Out-Riders,3,"Book 5, Chapter 5","Book 5, Chapter 5",0.53,"guard. There came a check. Merry heard voices in front speaking softly. Out-riders had come back who had ventured forward almost to the wall. They came to the king. 'There are great fires, lord,' said one. 'The City is all set about with flame, and the field is full of"
ORGANIZATION,ORG_THE_KNIGHTS_OF_HIS_HOUSE,[N/A],The Knights Of His House,4,"Book 5, Chapter 5","Book 5, Chapter 6",0.53,"the wind, white horse upon a field of green, but he outpaced it. After him thundered the knights of his house, but he was ever before them. Ã‰omer rode there, the white horsetail on his helm floating in his speed, and the front of the first _Ã©ored_ roared like a"
ORGANIZATION,ORG_NORTHMEN,[N/A],Northmen,9,"Book 5, Chapter 6","Book 5, Chapter 6",0.61,"a glitter of stars. Then ThÃ©oden was aware of him, and would not wait for his onset, but crying to Snowmane he charged headlong to greet him. Great was the clash of their meeting. But the white fury of the Northmen burned the hotter, and more skilled was their knighthood"
PERSON,PER_LIGHTFOOT,[N/A],Lightfoot,10,"Book 5, Chapter 6","Book 5, Chapter 6",0.85,And afterwards when all was over men returned and made a fire there and burned the carcase of the beast; but for Snowmane they dug a grave and set up a stone upon which was carved in the tongues of Gondor and the Mark: Faithful servant yet master's bane Lightfoot's
LOCATION,LOC_HOWE,[N/A],Howe,2,"Book 5, Chapter 6","Book 5, Chapter 6",0.63,"servant yet master's bane Lightfoot's foal, swift Snowmane. Green and long grew the grass on Snowmane's Howe, but ever black and bare was the ground where the beast was burned. Now slowly and sadly Merry walked beside the bearers, and he gave no more heed to the battle. He was"
PERSON,PER_LORD_OF_LOSSARNACH,[N/A],Lord Of Lossarnach,6,"Book 5, Chapter 6","Book 5, Chapter 6",0.52,"of Gondor now drove against the legions of Morgul that were still gathered there in strength. But the horsemen rode eastward to the succour of Ã‰omer: HÃºrin the Tall Warden of the Keys, and the Lord of Lossarnach, and Hirluin of the Green Hills, and Prince Imrahil the fair with"
ORGANIZATION,ORG_HIRLUIN_OF_THE_GREEN_HILLS,[N/A],Hirluin Of The Green Hills,5,"Book 5, Chapter 6","Book 5, Chapter 6",0.55,"strength. But the horsemen rode eastward to the succour of Ã‰omer: HÃºrin the Tall Warden of the Keys, and the Lord of Lossarnach, and Hirluin of the Green Hills, and Prince Imrahil the fair with his knights all about him. Not too soon came their aid to the Rohirrim; for"
PERSON,PER_GOTHMOG,[N/A],Gothmog,10,"Book 5, Chapter 6","Book 5, Chapter 6",0.73,"Haradrim alone, soon their case became worse; for new strength came now streaming to the field out of Osgiliath. There they had been mustered for the sack of the City and the rape of Gondor, waiting on the call of their Captain. He now was destroyed; but Gothmog the lieutenant"
ORGANIZATION,ORG_VARIAGS_OF_KHAND,[N/A],Variags Of Khand,16,"Book 5, Chapter 6","Book 5, Chapter 6",0.6,"the sack of the City and the rape of Gondor, waiting on the call of their Captain. He now was destroyed; but Gothmog the lieutenant of Morgul had flung them into the fray; Easterlings with axes, and Variags of Khand. Southrons in scarlet, and out of Far Harad black men"
ORGANIZATION,ORG_CORSAIRS,[N/A],Corsairs,4,"Book 5, Chapter 6","Book 5, Chapter 6",0.55,"Umbar are coming! So Belfalas is taken, and the Ethir, and Lebennin is gone. The Corsairs are upon us! It is the last stroke of doom!' And some without order, for none could he found to command them in the City, ran to the bells and tolled the alarm; and"
PERSON,PER_STERN,[N/A],Stern,4,"Book 5, Chapter 6","Book 5, Chapter 6",0.7,"enheartened, and filled with a new lust and fury they came yelling to the onset. Stern now was Ã‰omer's mood, and his mind clear again. He let blow the horns to rally all men to his banner that could come thither; for he thought to make a great shield-wall at"
PERSON,PER_HIRLUIN_THE_FAIR,[N/A],Hirluin The Fair,4,"Book 5, Chapter 6","Book 5, Chapter 6",0.57,"maimed or dead upon the field. The axes hewed Forlong as he fought alone and unhorsed; and both Duilin of Morthond and his brother were trampled to death when they assailed the _mÃ»makil_, leading their bowmen close to shoot at the eyes of the monsters. Neither Hirluin the fair would"
LOCATION,LOC_GRIMSLADE,[N/A],Grimslade,2,"Book 5, Chapter 6","Book 5, Chapter 6",0.52,"bowmen close to shoot at the eyes of the monsters. Neither Hirluin the fair would return to Pinnath Gelin, nor Grimbold to Grimslade, nor Halbarad to the Northlands, dour-handed Ranger. No few had fallen, renowned or nameless, captain or soldier; for it was a great battle and the full count"
LOCATION,LOC_THENGLING,[N/A],Thengling,5,"Book 5, Chapter 6","Book 5, Chapter 6",0.51,"told. So long afterward a maker in Rohan said in his song of the Mounds of Mundburg: We heard of the horns in the hills ringing, the swords shining in the South-kingdom. Steeds went striding to the Stoningland as wind in the morning. War was kindled. There ThÃ©oden fell, Thengling"
PERSON,PER_HARDING,[N/A],Harding,10,"Book 5, Chapter 6","Book 5, Chapter 6",0.86,"the horns in the hills ringing, the swords shining in the South-kingdom. Steeds went striding to the Stoningland as wind in the morning. War was kindled. There ThÃ©oden fell, Thengling mighty, to his golden halls and green pastures in the Northern fields never returning, high lord of the host. Harding"
PERSON,PER_THENGLING_MIGHTY,[N/A],Thengling Mighty,5,"Book 5, Chapter 6","Book 5, Chapter 6",0.66,"ringing, the swords shining in the South-kingdom. Steeds went striding to the Stoningland as wind in the morning. War was kindled. There ThÃ©oden fell, Thengling mighty, to his golden halls and green pastures in the Northern fields never returning, high lord of the host. Harding and GuthlÃ¡f DÃºnhere and DÃ©orwine,"
PERSON,PER_HEREFARA_AND_HERUBRAND,[N/A],Herefara And Herubrand,18,"Book 5, Chapter 6","Book 5, Chapter 6",0.87,"in the morning. War was kindled. There ThÃ©oden fell, Thengling mighty, to his golden halls and green pastures in the Northern fields never returning, high lord of the host. Harding and GuthlÃ¡f DÃºnhere and DÃ©orwine, doughty Grimbold, Herefara and Herubrand, Horn and Fastred, fought and fell there in a far"
PERSON,PER_ARNACH,[N/A],Arnach,10,"Book 5, Chapter 6","Book 5, Chapter 6",0.71,"Horn and Fastred, fought and fell there in a far country: in the Mounds of Mundburg under mould they lie with their league-fellows, lords of Gondor. Neither Hirluin the Fair to the hills by the sea, nor Forlong the old to the flowering vales ever, to Arnach, to his own"
LOCATION,LOC_TOMBS,[N/A],Tombs,10,"Book 5, Chapter 7","Book 5, Chapter 7",0.58,"he will yet bring ruin on us. I have no time.' 'But Faramir!' cried Pippin. 'He is not dead, and they will burn him alive, if someone does not stop them.' 'Burn him alive?' said Gandalf. 'What is this tale? Be quick!' 'Denethor has gone to the Tombs,' said Pippin,"
LOCATION,LOC_HALLOWS,[N/A],Hallows,25,"Book 5, Chapter 7","Book 6, Chapter 6",0.58,"left his grasp and fell behind him in the shadows of the house; and Denethor stepped backward before Gandalf as one amazed. 'What is this, my lord?' said the wizard. 'The houses of the dead are no places for the living. And why do men fight here in the Hallows"
PERSON,PER_VANITY,[N/A],Vanity,5,"Book 5, Chapter 7","Book 5, Chapter 7",0.76,"'Didst thou think that the eyes of the White Tower were blind? Nay, I have seen more than thou knowest, Grey Fool. For thy hope is but ignorance. Go then and labour in healing! Go forth and fight! Vanity. For a little space you may triumph on the field, for"
PERSON,PER_THOU,[N/A],Thou,3,"Book 5, Chapter 7","Book 5, Chapter 7",0.68,"hadst already stolen half my son's love. Now thou stealest the hearts of my knights also, so that they rob me wholly of my son at the last. But in this at least thou shalt not defy my will: to rule my own end.' 'Come hither!' he cried to his"
ORGANIZATION,ORG_HEALERS,[N/A],Healers,8,"Book 5, Chapter 8","Book 5, Chapter 8",0.61,"me? I can't leave him here.' Just then to his surprise a boy came running up behind, and as he passed he recognized Bergil Beregond's son. 'Hullo, Bergil!' he called. 'Where are you going? Glad to see you again, and still alive!' 'I am running errands for the Healers,' said"
PERSON,PER_IORETH,[N/A],Ioreth,131,"Book 5, Chapter 8","Book 6, Chapter 5",0.9,"sky, and the light through the windows fell on the grey faces of the sick. Then it seemed to those who stood by that in the glow the faces flushed softly as with health returning, but it was only a mockery of hope. Then an old wife, Ioreth, the eldest"
PERSON,PER_YOUR_LORDSHIP,[N/A],Your Lordship,11,"Book 5, Chapter 8","Book 5, Chapter 8",0.73,"and the lads that run errands so few, and all the roads blocked. Why, it is days out of count since ever a carrier came in from Lossarnach to the market! But we do our best in this House with what we have, as I am sure your lordship will"
PERSON,PER_THE_HERB-MASTER,[N/A],The Herb-Master,3,"Book 5, Chapter 8","Book 5, Chapter 8",0.62,"already he had come close under the Shadow before ever he rode to battle on the out-walls. Slowly the dark must have crept on him, even as he fought and strove to hold his outpost. Would that I could have been here sooner!' Thereupon the herb-master entered. 'Your lordship asked"
PERSON,PER_IMLOTH_MELUI,[N/A],Imloth Melui,7,"Book 5, Chapter 8","Book 6, Chapter 5",0.57,"refreshed, and his eyes smiled as he held a bowl before Faramir's dreaming face. 'Well now! Who would have believed it?' said Ioreth to a woman that stood beside her. 'The weed is better than I thought. It reminds me of the roses of Imloth Melui when I was a"
PERSON,PER_YOUR_SISTER,[N/A],Your Sister,4,"Book 5, Chapter 8","Book 5, Chapter 8",0.6,"not doubt that Wormtongue at home wrapped their meaning in terms more cunning. My lord, if your sister's love for you, and her will still bent to her duty, had not restrained her lips; you might have heard even such things as these escape them. But who knows what she"
PERSON,PER_WARDEN_OF_THE_HOUSES_OF_HEALING,[N/A],Warden Of The Houses Of Healing,129,"Book 5, Chapter 8","Book 6, Chapter 5",0.9,"days gone, the Lady Ã‰owyn bade the women who tended her to bring her raiment, and she would not be gainsaid, but rose; and when they had clothed her and set her arm in a sling of linen, she went to the Warden of the Houses of Healing. 'Sir,' she"
ORGANIZATION,ORG_HIS_OWN_PEOPLE,[N/A],His Own People,8,"Book 5, Chapter 8","Book 5, Chapter 8",0.69,"word went through the City: 'The King is come again indeed.' And they named him Elfstone, because of the green stone that he wore, and so the name which it was foretold at his birth that he should bear was chosen for him by his own people. And when he"
LOCATION,LOC_LINHIR,[N/A],Linhir,10,"Book 5, Chapter 9","Book 5, Chapter 9",0.77,"shades of Men are obedient to his will,"" I thought. ""They may serve his needs yet! "" 'One day of light we rode, and then came the day without dawn, and still we rode on, and Ciril and RinglÃ³ we crossed; and on the third day we came to Linhir"
LOCATION,LOC_GILRAIN,[N/A],Gilrain,12,"Book 5, Chapter 9","Book 5, Chapter 9",0.54,"to his will,"" I thought. ""They may serve his needs yet! "" 'One day of light we rode, and then came the day without dawn, and still we rode on, and Ciril and RinglÃ³ we crossed; and on the third day we came to Linhir above the mouth of Gilrain."
PERSON,PER_ANGBOR,[N/A],Angbor,21,"Book 5, Chapter 9","Book 5, Chapter 9",0.79,"And there men of Lamedon contested the fords with fell folk of Umbar and Harad who had sailed up the river. But defenders and foes alike gave up the battle and fled when we came, crying out that the King of the Dead was upon them. Only Angbor, Lord of"
LOCATION,LOC_CELOS,[N/A],Celos,8,"Book 5, Chapter 9","Book 5, Chapter 9",0.68,"to its aid."" So we mounted again before night had passed and went on with all the speed that our horses could endure over the plains of Lebennin.' Legolas paused and sighed, and turning his eyes southward softly he sang: _Silver flow the streams from Celos to Erui In the"
LOCATION,LOC_ERUI,[N/A],Erui,7,"Book 5, Chapter 9","Book 5, Chapter 9",0.65,"to its aid."" So we mounted again before night had passed and went on with all the speed that our horses could endure over the plains of Lebennin.' Legolas paused and sighed, and turning his eyes southward softly he sang: _Silver flow the streams from Celos to Erui In the"
LOCATION,LOC_EREBOR,[N/A],Erebor,10,"Book 5, Chapter 9","Book 5, Chapter 9",0.54,"I judge that we could lead out seven thousands of horse and foot, and yet leave the City in better defence than it was when the assault began.' 'The Gate is destroyed,' said Imrahil, 'and where now is the skill to rebuild it and set it up anew?' 'In Erebor"
ORGANIZATION,ORG_SHIREFOLK,[N/A],Shirefolk,10,"Book 5, Chapter 10","Book 5, Chapter 10",0.72,"But Merry to his shame was not to go with them. 'You are not fit for such a journey,' said Aragorn. 'But do not be ashamed. If you do no more in this war, you have already earned great honour. Peregrin shall go and represent the Shirefolk; and do not"
PERSON,PER_LORD_ELFSTONE,[N/A],Lord Elfstone,19,"Book 5, Chapter 10","Book 6, Chapter 5",0.61,"Bergil's hand. 'Come, Master Perian!' said the lad. 'You are still in pain, I see. I will help you back to the Healers. But do not fear! They will come back. The Men of Minas Tirith will never be overcome. And now they have the Lord Elfstone, and Beregond of"
ORGANIZATION,ORG_CAPTAINS_OF_THE_WEST,[N/A],Captains Of The West,69,"Book 5, Chapter 10","Book 6, Chapter 5",0.62,"and Easterlings attempted to take their leading companies in an ambush; and that was in the very place where Faramir had waylaid the men of Harad, and the road went in a deep cutting through an out-thrust of the eastward hills. But the Captains of the West were well warned"
PERSON,PER_OLD_GREYBEARD,[N/A],Old Greybeard,10,"Book 5, Chapter 10","Book 5, Chapter 10",0.58,"has threatened you. You have naught to fear from us, until your errand is done. But unless your master has come to new wisdom, then with all his servants you will be in great peril.' 'So!' said the Messenger. 'Then thou art the spokesman, old greybeard? Have we not heard"
LOCATION,LOC_WHITE_HORSE,[N/A],White Horse,5,"Book 5, Chapter 10","Book 5, Chapter 10",0.66,"Gandalf, and there fair and desperate was raised the banner of the Tree and Stars. Upon the other hill hard by stood the banners of Rohan and Dol Amroth, White Horse and Silver Swan. And about each hill a ring was made facing all ways, bristling with spear and sword."
LOCATION,LOC_SILVER_SWAN,[N/A],Silver Swan,5,"Book 5, Chapter 10","Book 5, Chapter 10",0.68,"Gandalf, and there fair and desperate was raised the banner of the Tree and Stars. Upon the other hill hard by stood the banners of Rohan and Dol Amroth, White Horse and Silver Swan. And about each hill a ring was made facing all ways, bristling with spear and sword."
PERSON,PER_OLD_MERRY,[N/A],Old Merry,9,"Book 5, Chapter 10","Book 5, Chapter 10",0.57,"and the intertwining shapes of red and gold; and the flowing characters of NÃºmenor glinted like fire upon the blade. 'This was made for just such an hour,' he thought. 'If only I could smite that foul Messenger with it, then almost I should draw level with old Merry. Well,"
PERSON,PER_MORGAI,[N/A],Morgai,30,"Book 6, Chapter 1","Book 6, Chapter 2",0.64,"DÃºath fell steeply in great cliffs down into a dark trough, on the further side of which there rose another ridge, much lower, its edge notched and jagged with crags like fangs that stood out black against the red light behind them: it was the grim Morgai, the inner ring"
LOCATION,LOC_CARCHOST,[N/A],Carchost,20,"Book 6, Chapter 1","Book 6, Chapter 1",0.74,"It was indeed one of the works of Gondor long ago, an eastern outpost of the defences of Ithilien, made when, after the Last Alliance, Men of Westernesse kept watch on the evil land of Sauron where his creatures still lurked. But as with Narchost and Carchost, the Towers of"
ORGANIZATION,ORG_HERO_OF_THE_AGE,[N/A],Hero Of The Age,4,"Book 6, Chapter 1","Book 6, Chapter 1",0.5,"at his will and reason. Wild fantasies arose in his mind; and he saw Samwise the Strong, Hero of the Age, striding with a flaming sword across the darkened land, and armies flocking to his call as he marched to the overthrow of Barad-dÃ»r. And then all the clouds rolled"
LOCATION,LOC_COURTYARD,[N/A],Courtyard,5,"Book 6, Chapter 1","Book 6, Chapter 1",0.5,"bell clanged a single stroke. 'That's done it!' said Sam. `Now I've rung the front-door bell! Well, come on somebody!' he cried. `Tell Captain Shagrat that the great Elf-warrior has called, with his elf-sword too!' There was no answer. Sam strode forward. Sting glittered blue in his hand. The courtyard"
PERSON,PER_RADBUG,[N/A],Radbug,10,"Book 6, Chapter 1","Book 6, Chapter 1",0.7,"brutal, cold. It was Shagrat speaking, Captain of the Tower. `You won't go again, you say? Curse you, Snaga, you little maggot! If you think I'm so damaged that it's safe to flout me, you're mistaken Come here, and I'll squeeze your eyes out, like I did to Radbug just"
PERSON,PER_LAGDUF,[N/A],Lagduf,10,"Book 6, Chapter 1","Book 6, Chapter 1",0.88,"now. And when some new lads come, I'll deal with you: I'll send you to Shelob.' `They won't come, not before you're dead anyway,' answered Snaga surlily. 'I've told you twice that Gorbag's swine got to the gate first, and none of ours got out. Lagduf and Muzgash ran through,"
PERSON,PER_MUZGASH,[N/A],Muzgash,10,"Book 6, Chapter 1","Book 6, Chapter 1",0.82,"now. And when some new lads come, I'll deal with you: I'll send you to Shelob.' `They won't come, not before you're dead anyway,' answered Snaga surlily. 'I've told you twice that Gorbag's swine got to the gate first, and none of ours got out. Lagduf and Muzgash ran through,"
ORGANIZATION,ORG_MORGUL-RATS,[N/A],Morgul-Rats,5,"Book 6, Chapter 1","Book 6, Chapter 1",0.54,"down those stairs again,' growled Snaga, `be you captain or no. Nar! Keep your hands off your knife, or I'll put an arrow in your guts. You won't be a captain long when They hear about all these goings-on. I've fought for the Tower against those stinking Morgul-rats, but a"
PERSON,PER_SLAVER,[N/A],Slaver,2,"Book 6, Chapter 1","Book 6, Chapter 1",0.62,"But one arm hung limp and seemed to be bleeding; the other hugged a large black bundle. In the red glare Sam, cowering behind the stair-door, caught a glimpse of his evil face as it passed: it was scored as if by rending claws and smeared with blood; slaver dripped"
LOCATION,LOC_PARAPET,[N/A],Parapet,7,"Book 6, Chapter 1","Book 6, Chapter 1",0.66,"Then Shagrat halted. Out of the eastward door Sam could see him now by the parapet, panting, his left claw clenching and unclenching feebly. He put the bundle on the floor and with his right claw drew out a long red knife and spat on it. Going to the parapet"
PERSON,PER_SOFTLY_SAM,[N/A],Softly Sam,5,"Book 6, Chapter 1","Book 6, Chapter 1",0.51,"a dim light at his right hand. It came from an opening that led to another stairway, dark and narrow: it appeared to go winding up the turret along the inside of its round outer wall. A torch was glimmering from somewhere up above. Softly Sam began to climb. He"
LOCATION,LOC_THE_ISENMOUTHE,[N/A],The Isenmouthe,27,"Book 6, Chapter 2","Book 6, Chapter 3",0.57,"the Isenmouthe twenty miles away. It was not a broad road, and it had no wall or parapet along the edge and as it ran on the sheer drop from its brink became deeper and deeper. The hobbits could hear no movements, and after listening for a while they set"
LOCATION,LOC_CARACH_ANGREN,[N/A],Carach Angren,23,"Book 6, Chapter 2","Book 6, Chapter 2",0.59,"Morgul-road at the western bridge-end and went down by a long stair cut in the rock to the valley's bottom. It was used by patrols or by messengers going swiftly to lesser posts and strongholds north-away, between Cirith Ungol and the narrows of Isenmouthe, the iron jaws of Carach Angren."
PERSON,PER_YOUNG_SOLDIER,[N/A],Young Soldier,29,"Book 6, Chapter 2","Book 6, Chapter 5",0.6,"and glory and to be lifted far above the mean things that crawl on the earth. And as a great captain may to a young soldier he seemed to you admirable. For so he is, a lord among men, the greatest that now is. But when he gave you only"
PERSON,PER_THE_TRACKER,[N/A],The Tracker,22,"Book 6, Chapter 2","Book 6, Chapter 2",0.61,"way you fighters go on, small wonder there's bad news from the battles.' 'Who says there's bad news?' shouted the soldier. 'Ar! Who says there isn't?' 'That's cursed rebel-talk, and I'll stick you, if you don't shut it down, see?' 'All right, all right!' said the tracker. 'I'll say no"
ORGANIZATION,ORG_THE_SERVANTS_OF_MORDOR,[N/A],The Servants Of Mordor,2,"Book 6, Chapter 2","Book 6, Chapter 2",0.57,were the tunnels and deep armouries that the servants of Mordor had made for the defence of the Black Gate of their land; and there now their Lord was gathering in haste great forces to meet the onslaught of the Captains of the West. Upon the out-thrust spurs forts and
LOCATION,LOC_THE_OLD_CASTLE_OF_DURTHANG,[N/A],The Old Castle Of Durthang,8,"Book 6, Chapter 2","Book 6, Chapter 2",0.76,"the old castle of Durthang, now one of the many orc-holds that clustered about the dale of UdÃ»n. A road, already visible in the growing light, came winding down from it, until only a mile or two from where the hobbits lay it turned east and ran along a shelf"
LOCATION,LOC_UDÃ»N,[N/A],Udã»N,28,"Book 6, Chapter 2","Book 6, Chapter 4",0.68,"'Come on, you slugs!' he cried. 'This is no time for slouching.' He took a step towards them, and even in the gloom he recognized the devices on their shields. 'Deserting, eh?' he snarled. 'Or thinking of it? All your folk should have been inside UdÃ»n before yesterday evening. You"
PERSON,PER_THE_SLAVE-DRIVER,[N/A],The Slave-Driver,7,"Book 6, Chapter 2","Book 6, Chapter 2",0.51,"you.' They struggled to their feet, and keeping bent, limping like footsore soldiers, they shuffled back towards the rear of the line. 'No, not at the rear!' the slave-driver shouted. 'Three files up. And stay there, or you'll know it, when I come down the line!' He sent his long"
PERSON,PER_MARIGOLD,[N/A],Marigold,9,"Book 6, Chapter 3","Book 6, Chapter 3",0.73,"when I started,' thought Sam: 'to help Mr. Frodo to the last step and then die with him? Well, if that is the job then I must do it. But I would dearly like to see Bywater again, and Rosie Cotton and her brothers, and the Gaffer and Marigold and"
ORGANIZATION,ORG_THE_LEMBAS,[N/A],The Lembas,2,"Book 6, Chapter 3","Book 6, Chapter 3",0.52,"another. He could no longer find any words to say; and he turned to his own dark thoughts. As for himself, though weary and under a shadow of fear, he still had some strength left. The _lembas_ had a virtue without which they would long ago have lain down to"
LOCATION,LOC_CHAMBERS_OF_FIRE,[N/A],Chambers Of Fire,8,"Book 6, Chapter 3","Book 6, Chapter 3",0.62,"said to himself. 'If it wasn't there, I'd have to say I was beaten in the end.' The path was not put there for the purposes of Sam. He did not know it, but he was looking at Sauron's Road from Barad-dÃ»r to the Sammath Naur, the Chambers of Fire."
LOCATION,LOC_SAMMATH_NAUR,[N/A],Sammath Naur,31,"Book 6, Chapter 3","Book 6, Chapter 4",0.66,"not know it, but he was looking at Sauron's Road from Barad-dÃ»r to the Sammath Naur, the Chambers of Fire. Out from the Dark Tower's huge western gate it came over a deep abyss by a vast bridge of iron, and then passing into the plain it ran for a"
LOCATION,LOC_THE_PATH,[N/A],The Path,2,"Book 6, Chapter 3","Book 6, Chapter 3",0.5,"the path. Sam gave no more heed to him. He suddenly remembered his master. He looked up the path and could not see him. As fast as he could he trudged up the road. If he had looked back, he might have seen not far below Gollum turn again, and"
PERSON,PER_HIS_SLAVES,[N/A],His Slaves,2,"Book 6, Chapter 3","Book 6, Chapter 3",0.52,"and the thread upon which his doom now hung. From all his policies and webs of fear and treachery, from all his stratagems and wars his mind shook free; and throughout his realm a tremor ran, his slaves quailed, and his armies halted, and his captains suddenly steerless, bereft of"
PERSON,PER_LANDROVAL,[N/A],Landroval,30,"Book 6, Chapter 4","Book 6, Chapter 4",0.85,"hands and cried in a loud voice ringing above the din: _The Eagles are coming!_ And many voices answered crying: _The Eagles are coming! The Eagles are coming!_ The hosts of Mordor looked up and wondered what this sign might mean. There came Gwaihir the Windlord, and Landroval his brother,"
PERSON,PER_OLD_THORONDOR,[N/A],Old Thorondor,6,"Book 6, Chapter 4","Book 6, Chapter 4",0.59,"greatest of all the Eagles of the North, mightiest of the descendants of old Thorondor, who built his eyries in the inaccessible peaks of the Encircling Mountains when Middle-earth was young. Behind them in long swift lines came all their vassals from the northern mountains, speeding on a gathering wind."
ORGANIZATION,ORG_DÃºNEDAIN_OF_THE_NORTH,[N/A],Dãºnedain Of The North,5,"Book 6, Chapter 4","Book 6, Chapter 4",0.5,"enemies they saw a deadly light and were afraid. Then all the Captains of the West cried aloud, for their hearts were filled with a new hope in the midst of darkness. Out from the beleaguered hills knights of Gondor, Riders of Rohan, DÃºnedain of the North, close-serried companies, drove"
ORGANIZATION,ORG_THE_CAPTAINS,[N/A],The Captains,2,"Book 6, Chapter 4","Book 6, Chapter 5",0.57,"them, a great wind took it, and it was all blown away, and passed; and then a hush fell. The Captains bowed their heads; and when they looked up again, behold! their enemies were flying and the power of Mordor was scattering like dust in the wind. As when death"
PERSON,PER_EASTERLING,[N/A],Easterling,9,"Book 6, Chapter 4","Book 6, Chapter 4",0.5,"Sauron, orc or troll or beast spell-enslaved, ran hither and thither mindless; and some slew themselves, or cast themselves in pits, or fled wailing back to hide in holes and dark lightless places far from hope. But the Men of RhÃ»n and of Harad, Easterling and Southron, saw the ruin"
PERSON,PER_MENELDOR_THE_SWIFT,[N/A],Meneldor The Swift,20,"Book 6, Chapter 4","Book 6, Chapter 4",0.9,"down, he saw them fall, worn out, or choked with fumes and heat, or stricken down by despair at last, hiding their eyes from death. Side by side they lay; and down swept Gwaihir, and down came Landroval and Meneldor the swift; and in a dream, not knowing what fate"
PERSON,PER_NINE-FINGERED_FRODO,[N/A],Nine-Fingered Frodo,5,"Book 6, Chapter 4","Book 6, Chapter 4",0.59,"still holding his master's hand caressed it. He sighed. 'What a tale we have been in, Mr. Frodo, haven't we?' he said. 'I wish I could hear it told! Do you think they'll say: _Now comes the story of Nine-fingered Frodo and the Ring of Doom?_And then everyone will hush,"
EVENT,EVT_NEW_YEAR,[N/A],New Year,19,"Book 6, Chapter 4","Book 6, Chapter 8",0.8,"was awake early this morning, and now it must be nearly noon.' 'Noon?' said Sam, trying to calculate. 'Noon of what day?' 'The fourteenth of the New Year,' said Gandalf; 'or if you like, the eighth day of April in the Shire reckoning. But in Gondor the New Year will"
